vehicle_id,timestamp,speed,lead_vehicle_distance,relative_speed,lane_offset,steering_angle,brake_pressure,object_count,pedestrian_count,autopilot_engaged,traffic_light_state,weather_condition,road_type,scenario_type,time_gap,closing_risk,lane_departure_risk,hard_brake_risk,crowded_scene_risk,low_visibility_flag,red_light_flag,urban_flag,highway_flag,driver_intervention,near_collision,intervention_or_collision,is_risky_event
EV_002,2026-01-01 14:05:00,37.287,41.788,13.084,-0.01,-7.306,0.164,4,0,1,green,fog,urban,normal_driving,1.1207123126022474,0.0,0.01,0.164,4,1,0,1,0,0,0,0,0
EV_002,2026-01-01 14:10:00,92.749,68.163,-5.135,0.033,-0.134,0.187,2,0,1,none,clear,suburban,normal_driving,0.7349189748676536,5.135,0.033,0.187,2,0,0,0,0,0,0,0,0
EV_002,2026-01-01 14:15:00,69.951,60.479,-8.189,0.393,2.657,0.174,2,0,1,green,clear,suburban,normal_driving,0.864590927935269,8.189,0.393,0.174,2,0,0,0,0,0,0,0,0
EV_002,2026-01-01 14:20:00,55.792,27.819,-0.302,0.034,6.46,0.129,4,0,0,yellow,clear,urban,normal_driving,0.49861987381703465,0.302,0.034,0.129,4,0,0,1,0,0,0,0,0
EV_002,2026-01-01 14:25:00,38.803,53.844,-12.006,0.057,0.928,0.06,4,1,1,green,fog,highway,normal_driving,1.3876246681957582,12.006,0.057,0.06,7,1,0,0,1,0,0,0,0
EV_002,2026-01-01 14:30:00,41.498,46.139,15.917,0.252,0.642,0.24,11,0,0,green,rain,urban,normal_driving,1.1118367150224109,0.0,0.252,0.24,11,1,0,1,0,0,0,0,0
EV_002,2026-01-01 14:35:00,53.918,60.307,-2.573,0.12,-0.521,0.079,6,1,1,green,rain,highway,normal_driving,1.1184947512889944,2.573,0.12,0.079,9,1,0,0,1,0,0,0,0
EV_002,2026-01-01 14:40:00,76.224,11.146,-14.179,-0.121,-1.756,0.81,2,3,1,yellow,clear,urban,cut_in,0.14622691015952982,14.179,0.121,0.81,11,0,0,1,0,1,0,1,1
EV_002,2026-01-01 14:45:00,46.378,56.752,5.666,0.194,7.557,0.151,3,1,1,green,clear,highway,normal_driving,1.2236836431066453,0.0,0.194,0.151,6,0,0,0,1,0,0,0,0
EV_002,2026-01-01 14:50:00,74.712,28.201,11.783,-0.083,-2.615,0.181,2,0,1,green,clear,urban,normal_driving,0.37746279044865616,0.0,0.083,0.181,2,0,0,1,0,0,0,0,0
EV_002,2026-01-01 14:55:00,33.743,26.552,-6.43,-0.117,-1.202,0.114,7,0,0,none,snow,highway,normal_driving,0.7868891325608274,6.43,0.117,0.114,7,1,0,0,1,0,0,0,0
EV_002,2026-01-01 15:00:00,49.11,28.035,-1.007,-0.268,-3.396,0.045,8,1,1,yellow,snow,urban,normal_driving,0.5708613317043372,1.007,0.268,0.045,11,1,0,1,0,0,0,0,0
EV_002,2026-01-01 15:05:00,59.566,55.361,1.142,0.401,1.839,0.223,3,0,1,green,rain,suburban,normal_driving,0.9294060370009736,0.0,0.401,0.223,3,1,0,0,0,0,0,0,0
EV_002,2026-01-01 15:10:00,37.9,30.383,1.837,-0.181,13.511,0.191,3,0,1,green,clear,urban,normal_driving,0.8016622691292876,0.0,0.181,0.191,3,0,0,1,0,0,0,0,0
EV_002,2026-01-01 15:15:00,56.344,38.15,-2.185,1.112,9.844,0.17,7,2,1,green,clear,urban,lane_departure,0.6770907283827914,2.185,1.112,0.17,13,0,0,1,0,1,0,1,1
EV_002,2026-01-01 15:20:00,69.822,23.001,-15.526,-0.227,4.989,0.114,8,0,1,yellow,clear,highway,normal_driving,0.3294233909083097,15.526,0.227,0.114,8,0,0,0,1,0,0,0,0
EV_002,2026-01-01 15:25:00,75.665,22.458,-3.351,0.031,1.454,0.231,4,1,0,red,clear,suburban,normal_driving,0.296808299742285,3.351,0.031,0.231,7,0,1,0,0,0,0,0,0
EV_002,2026-01-01 15:30:00,56.914,60.067,-4.004,-0.033,0.997,0.188,2,0,1,green,clear,urban,normal_driving,1.0553993744948518,4.004,0.033,0.188,2,0,0,1,0,0,0,0,0
EV_002,2026-01-01 15:35:00,56.799,52.274,6.597,0.206,-0.336,0.136,5,1,1,green,clear,suburban,normal_driving,0.9203331044560644,0.0,0.206,0.136,8,0,0,0,0,0,0,0,0
EV_002,2026-01-01 15:40:00,43.334,22.795,-19.992,-0.264,10.522,0.188,7,1,1,red,clear,suburban,normal_driving,0.5260303687635575,19.992,0.264,0.188,10,0,1,0,0,0,0,0,0
EV_002,2026-01-01 15:45:00,69.425,43.592,2.564,-0.518,4.495,0.213,9,1,1,none,rain,urban,normal_driving,0.627900612171408,0.0,0.518,0.213,12,1,0,1,0,0,0,0,0
EV_002,2026-01-01 15:50:00,70.889,28.184,-3.95,-0.4,5.453,0.104,5,0,0,green,clear,highway,normal_driving,0.3975793141390061,3.95,0.4,0.104,5,0,0,0,1,0,0,0,0
EV_002,2026-01-01 15:55:00,53.856,36.556,2.365,0.277,4.598,0.253,3,0,1,green,rain,highway,normal_driving,0.6787730243612596,0.0,0.277,0.253,3,1,0,0,1,0,0,0,0
EV_002,2026-01-01 16:00:00,38.897,45.668,0.657,0.121,-1.036,0.151,4,1,1,none,clear,urban,normal_driving,1.1740751214746639,0.0,0.121,0.151,7,0,0,1,0,0,0,0,0
EV_002,2026-01-01 16:05:00,32.121,35.785,1.033,-0.096,-3.931,0.103,6,0,1,none,clear,highway,normal_driving,1.114068677812023,0.0,0.096,0.103,6,0,0,0,1,0,0,0,0
EV_002,2026-01-01 16:10:00,55.228,45.592,17.985,-0.03,-6.688,0.093,5,0,1,yellow,clear,highway,normal_driving,0.8255232852900702,0.0,0.03,0.093,5,0,0,0,1,0,0,0,0
EV_002,2026-01-01 16:15:00,54.072,18.458,-9.431,-0.085,-1.325,0.182,5,2,1,green,clear,urban,normal_driving,0.3413596685900281,9.431,0.085,0.182,11,0,0,1,0,0,0,0,0
EV_002,2026-01-01 16:20:00,52.743,51.289,1.035,-0.083,-1.385,0.062,5,1,1,red,clear,highway,normal_driving,0.9724323606924141,0.0,0.083,0.062,8,0,1,0,1,0,0,0,0
EV_002,2026-01-01 16:25:00,37.816,35.202,10.022,-0.103,0.379,0.176,7,2,1,green,clear,highway,normal_driving,0.9308758197588322,0.0,0.103,0.176,13,0,0,0,1,0,0,0,0
EV_002,2026-01-01 16:30:00,56.041,30.377,-7.599,0.034,0.311,0.189,4,0,1,green,clear,urban,normal_driving,0.5420495708499135,7.599,0.034,0.189,4,0,0,1,0,0,0,0,0
EV_002,2026-01-01 16:35:00,58.708,61.96,-1.92,-0.651,-1.547,0.208,5,1,1,yellow,clear,suburban,normal_driving,1.0553927914423928,1.92,0.651,0.208,8,0,0,0,0,0,0,0,0
EV_002,2026-01-01 16:40:00,53.39,72.645,1.644,-0.38,-0.498,0.199,11,3,1,green,clear,urban,normal_driving,1.3606480614347256,0.0,0.38,0.199,20,0,0,1,0,0,0,0,0
EV_002,2026-01-01 16:45:00,36.795,48.385,-0.59,0.08,-0.525,0.166,5,1,0,green,clear,highway,normal_driving,1.3149884495175974,0.59,0.08,0.166,8,0,0,0,1,0,0,0,0
EV_002,2026-01-01 16:50:00,51.669,8.16,-19.841,0.177,5.258,0.966,8,1,1,green,clear,urban,hard_brake,0.15792835162282995,19.841,0.177,0.966,11,0,0,1,0,1,0,1,1
EV_002,2026-01-01 16:55:00,74.32,31.147,-2.584,0.172,1.791,0.041,5,1,1,green,rain,highway,normal_driving,0.4190931108719053,2.584,0.172,0.041,8,1,0,0,1,0,0,0,0
EV_002,2026-01-01 17:00:00,49.392,33.369,-6.863,0.281,-6.603,0.164,5,2,1,green,clear,suburban,normal_driving,0.675595238095238,6.863,0.281,0.164,11,0,0,0,0,0,0,0,0
EV_002,2026-01-01 17:05:00,50.203,5.044,-20.187,-0.222,-3.053,0.783,5,1,1,green,clear,highway,hard_brake,0.10047208334163296,20.187,0.222,0.783,8,0,0,0,1,1,0,1,1
EV_002,2026-01-01 17:10:00,60.178,41.8,8.732,-0.169,3.123,0.057,5,0,1,red,clear,highway,normal_driving,0.6946060021934927,0.0,0.169,0.057,5,0,1,0,1,0,0,0,0
EV_002,2026-01-01 17:15:00,83.885,60.687,-1.737,0.195,0.845,0.197,8,3,1,green,clear,highway,normal_driving,0.7234547296894557,1.737,0.195,0.197,17,0,0,0,1,0,0,0,0
EV_002,2026-01-01 17:20:00,67.277,41.785,-6.735,-0.096,2.265,0.231,5,2,1,none,clear,suburban,normal_driving,0.6210889308381764,6.735,0.096,0.231,11,0,0,0,0,0,0,0,0
EV_002,2026-01-01 17:25:00,64.512,40.293,7.881,0.097,-3.889,0.119,6,0,1,none,clear,urban,normal_driving,0.6245814732142857,0.0,0.097,0.119,6,0,0,1,0,0,0,0,0
EV_002,2026-01-01 17:30:00,57.584,24.195,-8.732,-0.082,-1.233,0.18,10,0,1,green,rain,suburban,normal_driving,0.42016879688802444,8.732,0.082,0.18,10,1,0,0,0,0,0,0,0
EV_002,2026-01-01 17:35:00,43.655,66.757,0.821,-0.236,-4.512,0.077,8,0,1,green,rain,suburban,normal_driving,1.5291948230443249,0.0,0.236,0.077,8,1,0,0,0,0,0,0,0
EV_002,2026-01-01 17:40:00,49.874,47.794,16.512,-0.1,-1.075,0.274,4,0,0,yellow,rain,highway,normal_driving,0.9582949031559529,0.0,0.1,0.274,4,1,0,0,1,0,0,0,0
EV_002,2026-01-01 17:45:00,68.051,7.144,-13.611,-0.138,3.267,0.711,4,1,1,green,clear,highway,cut_in,0.10498008846306446,13.611,0.138,0.711,7,0,0,0,1,1,0,1,1
EV_002,2026-01-01 17:50:00,58.226,29.579,-9.402,-0.169,-2.615,0.32,6,1,1,green,clear,suburban,normal_driving,0.5080032974959641,9.402,0.169,0.32,9,0,0,0,0,0,0,0,0
EV_002,2026-01-01 17:55:00,75.781,19.684,3.389,0.85,1.657,0.17,8,3,1,red,snow,highway,low_visibility,0.2597484857682005,0.0,0.85,0.17,17,1,1,0,1,1,0,1,1
EV_002,2026-01-01 18:00:00,54.842,70.527,11.18,-0.319,-4.034,0.286,4,1,0,red,clear,highway,normal_driving,1.2860034280296124,0.0,0.319,0.286,7,0,1,0,1,0,0,0,0
EV_002,2026-01-01 18:05:00,57.025,33.936,-10.142,0.369,-0.278,0.286,7,0,1,yellow,rain,highway,normal_driving,0.5951074090311267,10.142,0.369,0.286,7,1,0,0,1,0,0,0,0
EV_002,2026-01-01 18:10:00,71.805,43.794,-1.786,-0.101,1.408,0.27,4,0,1,green,clear,urban,normal_driving,0.609901817422185,1.786,0.101,0.27,4,0,0,1,0,0,0,0,0
EV_002,2026-01-01 18:15:00,35.333,24.183,7.741,-0.133,1.155,0.159,4,0,1,red,clear,highway,red_light_risk,0.6844309851979736,0.0,0.133,0.159,4,0,1,0,1,0,1,1,1
EV_002,2026-01-01 18:20:00,50.586,54.622,-4.536,0.149,-3.627,0.101,7,1,1,yellow,clear,urban,normal_driving,1.0797849207290555,4.536,0.149,0.101,10,0,0,1,0,0,0,0,0
EV_002,2026-01-01 18:25:00,52.642,58.759,-4.865,0.419,-0.546,0.186,4,2,1,none,clear,highway,normal_driving,1.1161999924015045,4.865,0.419,0.186,10,0,0,0,1,0,0,0,0
EV_002,2026-01-01 18:30:00,44.423,37.993,1.202,-0.067,-1.63,0.256,6,0,1,green,clear,urban,normal_driving,0.8552551606149967,0.0,0.067,0.256,6,0,0,1,0,0,0,0,0
EV_002,2026-01-01 18:35:00,44.666,46.241,-4.95,0.376,1.821,0.148,7,1,1,none,clear,urban,normal_driving,1.035261720324184,4.95,0.376,0.148,10,0,0,1,0,0,0,0,0
EV_002,2026-01-01 18:40:00,57.041,26.756,-6.699,-0.483,-4.938,0.051,4,1,1,green,clear,urban,normal_driving,0.4690661103416841,6.699,0.483,0.051,7,0,0,1,0,0,0,0,0
EV_002,2026-01-01 18:45:00,58.886,41.379,-16.166,0.148,-3.647,0.051,6,1,0,green,clear,highway,normal_driving,0.7026967360662976,16.166,0.148,0.051,9,0,0,0,1,0,0,0,0
EV_002,2026-01-01 18:50:00,45.208,76.822,1.854,-0.144,1.609,0.082,7,3,0,red,clear,urban,normal_driving,1.6993010086710318,0.0,0.144,0.082,16,0,1,1,0,0,0,0,0
EV_002,2026-01-01 18:55:00,46.856,58.455,3.504,0.256,-5.591,0.0,10,1,1,yellow,clear,highway,normal_driving,1.2475456718456548,0.0,0.256,0.0,13,0,0,0,1,0,0,0,0
EV_002,2026-01-01 19:00:00,48.641,23.995,-0.509,0.374,-1.408,0.129,6,1,0,green,clear,urban,normal_driving,0.49330811455356594,0.509,0.374,0.129,9,0,0,1,0,0,0,0,0
EV_002,2026-01-01 19:05:00,50.551,43.143,-7.984,1.007,4.624,0.102,16,0,0,red,rain,urban,low_visibility,0.8534549267076813,7.984,1.007,0.102,16,1,1,1,0,1,0,1,1
EV_002,2026-01-01 19:10:00,77.835,40.675,13.779,0.179,0.993,0.142,2,2,1,green,fog,highway,normal_driving,0.5225798162780241,0.0,0.179,0.142,8,1,0,0,1,0,0,0,0
EV_002,2026-01-01 19:15:00,57.769,52.159,-4.831,0.33,5.249,0.023,6,1,0,green,clear,urban,normal_driving,0.9028890927660164,4.831,0.33,0.023,9,0,0,1,0,0,0,0,0
EV_002,2026-01-01 19:20:00,60.425,14.917,0.634,0.206,-3.79,0.26,6,1,1,green,clear,suburban,normal_driving,0.24686801820438561,0.0,0.206,0.26,9,0,0,0,0,0,0,0,0
EV_002,2026-01-01 19:25:00,58.949,22.327,3.356,0.082,-1.14,0.087,4,1,0,none,rain,urban,normal_driving,0.37875112385282195,0.0,0.082,0.087,7,1,0,1,0,0,0,0,0
EV_002,2026-01-01 19:30:00,47.128,55.532,-11.894,-0.173,-5.697,0.133,5,2,1,red,clear,suburban,normal_driving,1.1783228653878797,11.894,0.173,0.133,11,0,1,0,0,0,0,0,0
EV_002,2026-01-01 19:35:00,47.074,37.299,11.088,-0.137,-0.447,0.204,6,1,1,none,clear,highway,normal_driving,0.7923482176997918,0.0,0.137,0.204,9,0,0,0,1,0,0,0,0
EV_002,2026-01-01 19:40:00,65.687,58.573,15.703,-0.173,-2.575,0.148,8,0,1,green,clear,highway,normal_driving,0.8916985095985508,0.0,0.173,0.148,8,0,0,0,1,0,0,0,0
EV_002,2026-01-01 19:45:00,40.172,73.634,-3.092,1.164,13.636,0.217,3,0,1,yellow,rain,highway,lane_departure,1.8329682365826945,3.092,1.164,0.217,3,1,0,0,1,1,0,1,1
EV_002,2026-01-01 19:50:00,50.351,56.298,14.613,0.104,4.675,0.13,7,1,0,none,clear,highway,normal_driving,1.1181108617505116,0.0,0.104,0.13,10,0,0,0,1,0,0,0,0
EV_002,2026-01-01 19:55:00,51.962,69.28,7.29,-0.041,-3.968,0.083,5,0,1,none,clear,urban,normal_driving,1.3332820137793002,0.0,0.041,0.083,5,0,0,1,0,0,0,0,0
EV_002,2026-01-01 20:00:00,37.248,31.209,-0.206,-0.248,5.992,0.075,4,2,1,none,fog,suburban,normal_driving,0.8378704896907216,0.206,0.248,0.075,10,1,0,0,0,0,0,0,0
EV_002,2026-01-01 20:05:00,51.972,53.756,5.923,0.167,1.179,0.134,3,0,1,yellow,rain,urban,normal_driving,1.034326175633033,0.0,0.167,0.134,3,1,0,1,0,0,0,0,0
EV_002,2026-01-01 20:10:00,46.805,39.584,-3.161,-0.019,-1.315,0.037,3,0,0,none,clear,suburban,normal_driving,0.8457216109390023,3.161,0.019,0.037,3,0,0,0,0,0,0,0,0
EV_002,2026-01-01 20:15:00,71.026,33.369,-5.566,-0.04,7.138,0.137,7,0,1,none,clear,highway,normal_driving,0.4698138709768254,5.566,0.04,0.137,7,0,0,0,1,0,0,0,0
EV_002,2026-01-01 20:20:00,57.893,54.059,12.097,-0.038,-2.158,0.164,1,2,1,green,fog,suburban,normal_driving,0.9337743768676696,0.0,0.038,0.164,7,1,0,0,0,0,0,0,0
EV_002,2026-01-01 20:25:00,51.153,35.887,-5.728,0.021,-0.958,0.128,5,0,1,none,snow,urban,normal_driving,0.7015619807244932,5.728,0.021,0.128,5,1,0,1,0,0,0,0,0
EV_002,2026-01-01 20:30:00,58.535,35.297,-5.034,-0.36,-3.416,0.307,6,1,0,green,clear,suburban,normal_driving,0.6030067480994277,5.034,0.36,0.307,9,0,0,0,0,0,0,0,0
EV_002,2026-01-01 20:35:00,33.482,44.275,-12.296,0.546,-3.863,0.137,4,0,1,red,rain,highway,normal_driving,1.3223523087031839,12.296,0.546,0.137,4,1,1,0,1,0,0,0,0
EV_002,2026-01-01 20:40:00,58.707,50.828,-6.442,0.036,-3.759,0.066,4,1,1,none,clear,suburban,normal_driving,0.8657911322329536,6.442,0.036,0.066,7,0,0,0,0,0,0,0,0
EV_002,2026-01-01 20:45:00,57.18,58.967,-1.539,0.118,-1.774,0.14,5,1,1,none,clear,highway,normal_driving,1.0312521860790487,1.539,0.118,0.14,8,0,0,0,1,0,0,0,0
EV_002,2026-01-01 20:50:00,54.94,38.352,-12.205,0.138,-3.122,0.159,5,1,0,yellow,fog,highway,normal_driving,0.6980706224972697,12.205,0.138,0.159,8,1,0,0,1,0,0,0,0
EV_002,2026-01-01 20:55:00,31.132,5.103,-8.309,-0.18,2.56,0.666,3,2,1,green,clear,urban,cut_in,0.1639149428241038,8.309,0.18,0.666,9,0,0,1,0,1,0,1,1
EV_002,2026-01-01 21:00:00,56.84,36.874,-6.523,-0.201,-0.196,0.197,2,0,1,green,clear,highway,normal_driving,0.6487332864180155,6.523,0.201,0.197,2,0,0,0,1,0,0,0,0
EV_002,2026-01-01 21:05:00,70.328,12.099,-8.398,-0.252,-0.221,0.002,2,2,1,red,rain,urban,normal_driving,0.1720367421226254,8.398,0.252,0.002,8,1,1,1,0,0,0,0,0
EV_002,2026-01-01 21:10:00,44.141,9.535,-20.793,-0.176,0.896,0.91,4,0,1,green,clear,highway,hard_brake,0.21601232414308694,20.793,0.176,0.91,4,0,0,0,1,1,0,1,1
EV_002,2026-01-01 21:15:00,50.599,39.797,6.867,0.091,1.165,0.214,7,3,1,red,rain,urban,normal_driving,0.786517520109093,0.0,0.091,0.214,16,1,1,1,0,0,0,0,0
EV_002,2026-01-01 21:20:00,53.207,22.215,0.289,0.579,-1.894,0.14,10,1,1,green,rain,urban,low_visibility,0.41752025109478075,0.0,0.579,0.14,13,1,0,1,0,0,1,1,1
EV_002,2026-01-01 21:25:00,67.464,42.01,5.119,1.175,15.644,0.177,2,1,1,red,clear,highway,lane_departure,0.6227024783588284,0.0,1.175,0.177,5,0,1,0,1,1,0,1,1
EV_002,2026-01-01 21:30:00,62.59,52.164,-5.574,0.312,-0.223,0.135,2,0,0,red,clear,highway,normal_driving,0.8334238696277361,5.574,0.312,0.135,2,0,1,0,1,0,0,0,0
EV_002,2026-01-01 21:35:00,61.027,20.665,-0.907,1.016,-1.243,0.136,17,3,1,none,snow,suburban,low_visibility,0.33862061054942894,0.907,1.016,0.136,26,1,0,0,0,1,0,1,1
EV_002,2026-01-01 21:40:00,69.067,43.601,-3.24,0.032,-1.412,0.152,4,0,1,green,clear,highway,normal_driving,0.6312855632936135,3.24,0.032,0.152,4,0,0,0,1,0,0,0,0
EV_002,2026-01-01 21:45:00,39.628,29.938,5.063,-0.127,-4.432,0.21,10,0,1,yellow,clear,urban,normal_driving,0.7554759261128494,0.0,0.127,0.21,10,0,0,1,0,0,0,0,0
EV_002,2026-01-01 21:50:00,33.425,41.807,-7.692,-0.013,2.751,0.917,8,4,1,green,clear,urban,pedestrian_crossing,1.2507703814510098,7.692,0.013,0.917,20,0,0,1,0,1,1,1,1
EV_002,2026-01-01 21:55:00,49.723,47.194,7.556,0.103,2.302,0.017,6,0,1,red,clear,suburban,normal_driving,0.9491382257707701,0.0,0.103,0.017,6,0,1,0,0,0,0,0,0
EV_002,2026-01-01 22:00:00,47.959,46.151,1.468,0.155,0.058,0.165,6,2,1,none,clear,urban,normal_driving,0.9623011322171021,0.0,0.155,0.165,12,0,0,1,0,0,0,0,0
EV_002,2026-01-01 22:05:00,54.935,30.71,-14.612,-0.189,-3.582,0.178,7,1,0,none,clear,suburban,normal_driving,0.5590243014471649,14.612,0.189,0.178,10,0,0,0,0,0,0,0,0
EV_002,2026-01-01 22:10:00,43.283,8.127,-23.493,0.437,6.731,0.908,5,1,1,red,clear,highway,hard_brake,0.18776424924335192,23.493,0.437,0.908,8,0,1,0,1,0,0,0,1
EV_002,2026-01-01 22:15:00,45.096,61.613,11.482,0.254,4.308,0.282,3,2,1,yellow,fog,highway,normal_driving,1.366263083200284,0.0,0.254,0.282,9,1,0,0,1,0,0,0,0
EV_002,2026-01-01 22:20:00,67.267,45.933,17.102,0.4,1.065,0.19,11,1,1,green,snow,urban,low_visibility,0.6828459720219424,0.0,0.4,0.19,14,1,0,1,0,0,1,1,1
EV_002,2026-01-01 22:25:00,59.036,34.283,11.124,-0.069,0.235,0.0,3,0,1,none,rain,highway,normal_driving,0.5807134629717461,0.0,0.069,0.0,3,1,0,0,1,0,0,0,0
EV_002,2026-01-01 22:30:00,70.124,36.574,8.767,-0.04,2.003,0.008,6,0,1,green,clear,highway,normal_driving,0.5215618048029206,0.0,0.04,0.008,6,0,0,0,1,0,0,0,0
EV_002,2026-01-01 22:35:00,74.679,41.666,14.282,-0.222,3.976,0.151,5,2,1,green,rain,suburban,normal_driving,0.5579346268696688,0.0,0.222,0.151,11,1,0,0,0,0,0,0,0
EV_002,2026-01-01 22:40:00,40.727,39.084,4.375,-0.037,-2.011,0.05,3,1,1,yellow,clear,urban,normal_driving,0.9596582119969554,0.0,0.037,0.05,6,0,0,1,0,0,0,0,0
EV_002,2026-01-01 22:45:00,46.288,26.023,9.156,0.442,-4.982,0.143,5,1,1,green,clear,suburban,normal_driving,0.5621975458002074,0.0,0.442,0.143,8,0,0,0,0,0,0,0,0
EV_002,2026-01-01 22:50:00,62.193,21.761,-3.631,-0.156,3.24,0.026,9,0,1,none,clear,highway,normal_driving,0.34989468268133067,3.631,0.156,0.026,9,0,0,0,1,0,0,0,0
EV_002,2026-01-01 22:55:00,71.393,38.241,-1.337,0.308,3.578,0.342,5,2,0,green,clear,highway,normal_driving,0.5356407490930484,1.337,0.308,0.342,11,0,0,0,1,0,0,0,0
EV_002,2026-01-01 23:00:00,49.929,62.493,0.387,0.615,-3.055,0.189,4,2,1,green,rain,suburban,normal_driving,1.251637325001502,0.0,0.615,0.189,10,1,0,0,0,0,0,0,0
EV_002,2026-01-01 23:05:00,61.903,55.951,-6.09,-0.045,-2.479,0.19,4,1,1,red,clear,highway,normal_driving,0.9038495711031775,6.09,0.045,0.19,7,0,1,0,1,0,0,0,0
EV_002,2026-01-01 23:10:00,55.197,27.086,4.048,0.033,2.955,0.011,6,2,1,none,clear,suburban,normal_driving,0.4907150750946609,0.0,0.033,0.011,12,0,0,0,0,0,0,0,0
EV_002,2026-01-01 23:15:00,80.575,67.315,-1.202,1.045,8.832,0.092,10,0,1,green,snow,highway,low_visibility,0.8354328265591063,1.202,1.045,0.092,10,1,0,0,1,1,0,1,1
EV_002,2026-01-01 23:20:00,60.394,51.19,-2.382,0.012,-0.107,0.187,4,1,1,yellow,rain,urban,normal_driving,0.8476007550418916,2.382,0.012,0.187,7,1,0,1,0,0,0,0,0
EV_002,2026-01-01 23:25:00,61.253,48.634,-2.741,0.045,-5.583,0.154,2,1,1,red,fog,highway,normal_driving,0.7939856007052716,2.741,0.045,0.154,5,1,1,0,1,0,0,0,0
EV_002,2026-01-01 23:30:00,49.35,36.486,-3.802,-0.208,-3.083,0.191,3,0,1,red,clear,urban,normal_driving,0.7393313069908813,3.802,0.208,0.191,3,0,1,1,0,0,0,0,0
EV_002,2026-01-01 23:35:00,72.677,64.834,2.459,0.536,-6.298,0.266,4,0,1,green,clear,highway,normal_driving,0.8920841531708793,0.0,0.536,0.266,4,0,0,0,1,0,0,0,0
EV_002,2026-01-01 23:40:00,53.495,24.586,-0.648,0.248,6.489,0.007,5,0,1,none,clear,highway,normal_driving,0.45959435461258064,0.648,0.248,0.007,5,0,0,0,1,0,0,0,0
EV_002,2026-01-01 23:45:00,59.633,30.998,-3.355,0.184,-6.062,0.128,3,1,1,none,rain,urban,normal_driving,0.519812855298241,3.355,0.184,0.128,6,1,0,1,0,0,0,0,0
EV_002,2026-01-01 23:50:00,82.941,38.161,8.345,0.069,-2.312,0.109,7,1,1,yellow,clear,urban,normal_driving,0.4600981420527845,0.0,0.069,0.109,10,0,0,1,0,0,0,0,0
EV_002,2026-01-01 23:55:00,56.818,69.891,-11.407,0.4,-0.631,0.266,9,3,1,green,clear,urban,normal_driving,1.2300855362737162,11.407,0.4,0.266,18,0,0,1,0,0,0,0,0
EV_002,2026-01-02 00:00:00,72.42,26.46,-8.14,0.052,-2.852,0.055,2,1,1,green,clear,urban,normal_driving,0.36536868268434136,8.14,0.052,0.055,5,0,0,1,0,0,0,0,0
EV_002,2026-01-02 00:05:00,73.068,55.996,9.781,-0.451,-5.634,0.151,7,2,1,green,clear,suburban,normal_driving,0.7663546285651722,0.0,0.451,0.151,13,0,0,0,0,0,0,0,0
EV_002,2026-01-02 00:10:00,72.078,43.333,-18.94,0.027,2.42,0.174,3,1,1,none,clear,suburban,normal_driving,0.6011959266350342,18.94,0.027,0.174,6,0,0,0,0,0,0,0,0
EV_002,2026-01-02 00:15:00,46.93,56.163,10.944,-0.178,-4.845,0.221,6,1,1,red,clear,urban,red_light_risk,1.1967398252716812,0.0,0.178,0.221,9,0,1,1,0,1,0,1,1
EV_002,2026-01-02 00:20:00,29.048,58.816,5.644,0.064,-6.921,0.088,3,1,1,green,clear,suburban,normal_driving,2.0247865601762602,0.0,0.064,0.088,6,0,0,0,0,0,0,0,0
EV_002,2026-01-02 00:25:00,43.02,63.793,0.744,0.229,3.506,0.193,9,1,1,green,clear,highway,normal_driving,1.4828684332868431,0.0,0.229,0.193,12,0,0,0,1,0,0,0,0
EV_002,2026-01-02 00:30:00,56.623,23.292,-2.474,-0.06,-3.317,0.152,2,1,1,green,clear,suburban,normal_driving,0.4113522773431292,2.474,0.06,0.152,5,0,0,0,0,0,0,0,0
EV_002,2026-01-02 00:35:00,75.491,58.751,4.38,0.181,5.76,0.236,5,4,1,green,rain,highway,normal_driving,0.7782517121246241,0.0,0.181,0.236,17,1,0,0,1,0,0,0,0
EV_002,2026-01-02 00:40:00,49.181,20.455,11.958,-0.34,-2.353,0.223,4,2,1,green,clear,highway,normal_driving,0.41591264919379434,0.0,0.34,0.223,10,0,0,0,1,0,0,0,0
EV_002,2026-01-02 00:45:00,62.117,56.403,8.089,0.584,1.667,0.145,5,3,1,green,fog,suburban,normal_driving,0.9080122993705427,0.0,0.584,0.145,14,1,0,0,0,0,0,0,0
EV_002,2026-01-02 00:50:00,30.367,34.126,-4.483,-0.044,0.527,0.179,3,1,0,none,rain,urban,normal_driving,1.1237856884117627,4.483,0.044,0.179,6,1,0,1,0,0,0,0,0
EV_002,2026-01-02 00:55:00,48.538,69.472,-1.433,-0.024,2.04,0.249,2,0,1,yellow,clear,highway,normal_driving,1.4312909472990234,1.433,0.024,0.249,2,0,0,0,1,0,0,0,0
EV_002,2026-01-02 01:00:00,50.824,11.212,-1.513,-0.039,-0.9,0.1,6,0,1,none,fog,urban,normal_driving,0.22060443884778844,1.513,0.039,0.1,6,1,0,1,0,0,0,0,0
EV_002,2026-01-02 01:05:00,67.064,52.456,2.851,0.486,3.134,0.082,7,1,1,red,rain,highway,normal_driving,0.7821782178217823,0.0,0.486,0.082,10,1,1,0,1,0,0,0,0
EV_002,2026-01-02 01:10:00,42.381,30.334,-0.413,-0.193,-3.54,0.158,5,3,1,none,rain,highway,normal_driving,0.7157452632075694,0.413,0.193,0.158,14,1,0,0,1,0,0,0,0
